ensembl	symbol	TPM	gene_type
ENSG00000055070	SZRD1	56.22860425238526	protein_coding
ENSG00000157191	NECAP2	49.04986910686232	protein_coding
ENSG00000226029	LINC01772	0.48284712176008626	lncRNA
ENSG00000261135	ENSG00000261135	3.3265274056743275	lncRNA
ENSG00000219481	NBPF1	21.262796035249607	protein_coding
ENSG00000058453	CROCC	0.9534561828304008	protein_coding
ENSG00000272426	ENSG00000272426	0.8091026942396838	lncRNA
ENSG00000159363	ATP13A2	10.712197031951591	protein_coding
ENSG00000117118	SDHB	171.820703257938	protein_coding
ENSG00000179051	RCC2	34.04906621637456	protein_coding
ENSG00000159423	ALDH4A1	3.281190953573582	protein_coding
ENSG00000169991	IFFO2	0.8335788156192273	protein_coding
ENSG00000127481	UBR4	31.44820018205512	protein_coding
ENSG00000230424	EMC1-AS1	1.04051329637355	lncRNA
ENSG00000127463	EMC1	11.131072472833326	protein_coding
ENSG00000053372	MRTO4	105.8241796109142	protein_coding
ENSG00000053371	AKR7A2	57.08193084775389	protein_coding
ENSG00000040487	SLC66A1	12.046145647136717	protein_coding
ENSG00000077549	CAPZB	141.53233746398172	protein_coding
ENSG00000270136	MICOS10-NBL1	0.4681058213837703	protein_coding
ENSG00000173436	MICOS10	113.17341319286513	protein_coding
ENSG00000158747	NBL1	3.2492051131344057	protein_coding
ENSG00000162542	TMCO4	2.54051014409944	protein_coding
ENSG00000169914	OTUD3	4.858231956096445	protein_coding
ENSG00000162543	UBXN10	7.876304604839933	protein_coding
ENSG00000162545	CAMK2N1	0.3924523553015448	protein_coding
ENSG00000090432	MUL1	12.124024215162535	protein_coding
ENSG00000158828	PINK1	10.325307431509032	protein_coding
ENSG00000244038	DDOST	74.69277831807842	protein_coding
ENSG00000117245	KIF17	0.5448718384377933	protein_coding
ENSG00000127483	HP1BP3	92.14703423912246	protein_coding
ENSG00000075151	EIF4G3	11.274869685938144	protein_coding
ENSG00000117298	ECE1	3.804924323547224	protein_coding
ENSG00000142794	NBPF3	0.4998135240799972	protein_coding
ENSG00000076864	RAP1GAP	12.708113475356187	protein_coding
ENSG00000090686	USP48	50.42470397026099	protein_coding
ENSG00000142798	HSPG2	3.1273807817225867	protein_coding
ENSG00000228397	LINC01635	0.4071936556778608	lncRNA
ENSG00000218510	LINC00339	6.4402794379923956	lncRNA
ENSG00000070831	CDC42	216.56778148137371	protein_coding
ENSG00000184677	ZBTB40	5.025949015094907	protein_coding
ENSG00000004487	KDM1A	48.13618662127367	protein_coding
ENSG00000169641	LUZP1	16.610664146678637	protein_coding
ENSG00000261326	LINC01355	3.727602031007302	lncRNA
ENSG00000125944	HNRNPR	177.2263102921588	protein_coding
ENSG00000125945	ZNF436	0.9086760062155542	protein_coding
ENSG00000249087	ZNF436-AS1	14.950181821270968	lncRNA
ENSG00000088280	ASAP3	1.2752615514228087	protein_coding
ENSG00000007968	E2F2	5.468744301870286	protein_coding
ENSG00000117318	ID3	18.336786979422357	protein_coding
ENSG00000142676	RPL11	6265.238177808847	protein_coding
ENSG00000011007	ELOA	49.80668190542752	protein_coding
ENSG00000236810	ELOA-AS1	26.386649535862688	lncRNA
ENSG00000057757	PITHD1	76.88867579866361	protein_coding
ENSG00000011009	LYPLA2	45.66215139773913	protein_coding
ENSG00000117308	GALE	68.84493227256816	protein_coding
ENSG00000117305	HMGCL	17.275135214584655	protein_coding
ENSG00000179163	FUCA1	12.969562953728586	protein_coding
ENSG00000189266	PNRC2	2.7847150824089772	protein_coding
ENSG00000188529	SRSF10	30.684990215402077	protein_coding
ENSG00000001460	STPG1	6.696444299248755	protein_coding
ENSG00000001461	NIPAL3	10.74807680079206	protein_coding
ENSG00000117602	RCAN3	0.5465406648954894	protein_coding
ENSG00000133226	SRRM1	143.99747227974188	protein_coding
ENSG00000169504	CLIC4	16.142002049808966	protein_coding
ENSG00000020633	RUNX3	0.8956035322969343	protein_coding
ENSG00000117614	SYF2	67.30015524822743	protein_coding
ENSG00000117616	RSRP1	77.35733789553328	protein_coding
ENSG00000272432	ENSG00000272432	0.7826796086594947	lncRNA
ENSG00000187010	RHD	7.14925254477031	protein_coding
ENSG00000183726	TMEM50A	126.41082279305394	protein_coding
ENSG00000188672	RHCE	14.135794509915248	protein_coding
ENSG00000204178	MACO1	25.02905921252687	protein_coding
ENSG00000157978	LDLRAP1	12.624672152471382	protein_coding
ENSG00000225643	ENSG00000225643	0.4870191879043267	lncRNA
ENSG00000162430	SELENON	6.179664372848847	protein_coding
ENSG00000117640	MTFR1L	36.178210638651905	protein_coding
ENSG00000127423	AUNIP	16.537513920282954	protein_coding
ENSG00000182749	PAQR7	1.6841240335583656	protein_coding
ENSG00000117632	STMN1	554.6714655351279	protein_coding
ENSG00000158006	PAFAH2	5.58417146519427	protein_coding
ENSG00000175087	PDIK1L	10.406801790193198	protein_coding
ENSG00000197245	FAM110D	2.1386011055376173	protein_coding
ENSG00000142684	ZNF593	255.34769256757392	protein_coding
ENSG00000142675	CNKSR1	0.7303897129850153	protein_coding
ENSG00000130695	CEP85	15.457226926667648	protein_coding
ENSG00000142669	SH3BGRL3	392.8417481416739	protein_coding
ENSG00000158062	UBXN11	13.116697819748795	protein_coding
ENSG00000169442	CD52	13.29387156200754	protein_coding
ENSG00000176092	CRYBG2	6.990435893546227	protein_coding
ENSG00000131914	LIN28A	23.82416651007025	protein_coding
ENSG00000117682	DHDDS	15.270040225662733	protein_coding
ENSG00000198830	HMGN2	937.3867747315018	protein_coding
ENSG00000117676	RPS6KA1	4.6273776294484765	protein_coding
ENSG00000117713	ARID1A	35.661152574509046	protein_coding
ENSG00000060642	PIGV	6.804639881256055	protein_coding
ENSG00000204160	ZDHHC18	4.357862156530549	protein_coding
ENSG00000175793	SFN	0.8168905510422658	protein_coding
ENSG00000142751	GPN2	16.888523751885046	protein_coding
ENSG00000198746	GPATCH3	7.937773046031741	protein_coding
ENSG00000090273	NUDC	275.9632620749804	protein_coding
ENSG00000175707	KDF1	5.266260025003153	protein_coding
ENSG00000253368	TRNP1	0.4914693917915164	protein_coding
ENSG00000090020	SLC9A1	2.0648946036560374	protein_coding
ENSG00000142784	WDTC1	8.071279162647434	protein_coding
ENSG00000186501	TMEM222	21.762609559329608	protein_coding
ENSG00000142765	SYTL1	0.7835140218883428	protein_coding
ENSG00000142733	MAP3K6	0.9089541439585036	protein_coding
ENSG00000174950	CD164L2	0.7086949690349653	protein_coding
ENSG00000181773	GPR3	3.631088234203875	protein_coding
ENSG00000158195	WASF2	139.97170658829285	protein_coding
ENSG00000237429	ENSG00000237429	0.6458358391284105	lncRNA
ENSG00000126705	AHDC1	5.338853975912936	protein_coding
ENSG00000126709	IFI6	3.8694522799114752	protein_coding
ENSG00000009780	FAM76A	9.503966676579578	protein_coding
ENSG00000117758	STX12	15.687524977829716	protein_coding
ENSG00000117751	PPP1R8	36.32951757081636	protein_coding
ENSG00000130775	THEMIS2	2.8122507189609633	protein_coding
ENSG00000117748	RPA2	67.48233546985925	protein_coding
ENSG00000130768	SMPDL3B	1.5425519223971422	protein_coding
ENSG00000158161	EYA3	11.511843042930998	protein_coding
ENSG00000169403	PTAFR	0.3924523553015448	protein_coding
ENSG00000126698	DNAJC8	134.45317563043463	protein_coding
ENSG00000130770	ATP5IF1	363.32604899763095	protein_coding
ENSG00000270605	ENSG00000270605	1.7912070645938687	lncRNA
ENSG00000130766	SESN2	16.223496408493133	protein_coding
ENSG00000130772	MED18	6.609943461191504	protein_coding
ENSG00000204138	PHACTR4	15.540946387295405	protein_coding
ENSG00000180198	RCC1	57.55893707691204	protein_coding
ENSG00000180098	TRNAU1AP	23.512652237966968	protein_coding
ENSG00000197989	SNHG12	16.251588320531017	lncRNA
ENSG00000120656	TAF12	74.32424580867053	protein_coding
ENSG00000162419	GMEB1	7.456316612986402	protein_coding
ENSG00000198492	YTHDF2	67.04287783599928	protein_coding
ENSG00000159023	EPB41	103.13375322336508	protein_coding
ENSG00000116350	SRSF4	79.41444464238674	protein_coding
ENSG00000116353	MECR	28.031556147665196	protein_coding
ENSG00000162510	MATN1	0.3529567958027359	protein_coding
ENSG00000186056	MATN1-AS1	2.5616486125635913	lncRNA
ENSG00000162511	LAPTM5	0.6374917068399296	protein_coding
ENSG00000162512	SDC3	4.765612087694308	protein_coding
ENSG00000134644	PUM1	27.29782878176479	protein_coding
ENSG00000060688	SNRNP40	91.935371416738	protein_coding
ENSG00000121766	ZCCHC17	70.39694087822559	protein_coding
ENSG00000168528	SERINC2	4.867410501613774	protein_coding
ENSG00000142910	TINAGL1	1.7222289043424277	protein_coding
ENSG00000162517	PEF1	40.80225061518499	protein_coding
ENSG00000134668	SPOCD1	0.6945099441445481	protein_coding
ENSG00000184007	PTP4A2	412.8484741297642	protein_coding
ENSG00000121774	KHDRBS1	145.61567766822125	protein_coding
ENSG00000203325	ENSG00000203325	0.5334681909768695	lncRNA
ENSG00000121775	TMEM39B	11.805278361742571	protein_coding
ENSG00000025800	KPNA6	28.709099689489832	protein_coding
ENSG00000084652	TXLNA	18.60908382976978	protein_coding
ENSG00000160050	CCDC28B	56.44304845219922	protein_coding
ENSG00000160051	IQCC	4.364259324618384	protein_coding
ENSG00000160055	TMEM234	11.071829133585112	protein_coding
ENSG00000084623	EIF3I	338.0363747199605	protein_coding
ENSG00000116478	HDAC1	55.72823445281936	protein_coding
ENSG00000175130	MARCKSL1	288.3551329366031	protein_coding
ENSG00000162526	TSSK3	1.1929327795097984	protein_coding
ENSG00000225828	FAM229A	2.51909353789234	protein_coding
ENSG00000160058	BSDC1	35.147988438767484	protein_coding
ENSG00000160062	ZBTB8A	0.7798982312300012	protein_coding
ENSG00000176261	ZBTB8OS	47.96346308290212	protein_coding
ENSG00000162521	RBBP4	78.63927475278686	protein_coding
ENSG00000162520	SYNC	9.381029794195964	protein_coding
ENSG00000162522	KIAA1522	13.714693967089916	protein_coding
ENSG00000134684	YARS1	82.3321095659255	protein_coding
ENSG00000116497	S100PBP	15.740093011247149	protein_coding
ENSG00000160097	FNDC5	0.31707702696226864	protein_coding
ENSG00000121900	TMEM54	45.118392110273135	protein_coding
ENSG00000116514	RNF19B	2.112456157700378	protein_coding
ENSG00000004455	AK2	193.72043472454163	protein_coding
ENSG00000142920	AZIN2	0.6730933379374475	protein_coding
ENSG00000116525	TRIM62	0.5242896454595407	protein_coding
ENSG00000160094	ZNF362	0.44251714903242934	protein_coding
ENSG00000134686	PHC2	9.030019962593872	protein_coding
ENSG00000233246	PHC2-AS1	0.6591864507899796	lncRNA
ENSG00000121903	ZSCAN20	1.2635797662189354	protein_coding
ENSG00000163866	SMIM12	106.79988681318056	protein_coding
ENSG00000163867	ZMYM6	5.546622869896107	protein_coding
ENSG00000197056	ZMYM1	8.219248441896493	protein_coding
ENSG00000116560	SFPQ	273.7801589305709	protein_coding
ENSG00000146463	ZMYM4	39.50056597818199	protein_coding
ENSG00000142687	KIAA0319L	12.350428337923317	protein_coding
ENSG00000020129	NCDN	5.875381682062248	protein_coding
ENSG00000126067	PSMB2	222.7655248075143	protein_coding
ENSG00000142686	C1orf216	10.372868985553376	protein_coding
ENSG00000092853	CLSPN	54.11670437017078	protein_coding
ENSG00000134698	AGO4	2.6206138140688555	protein_coding
ENSG00000092847	AGO1	19.222099415230165	protein_coding
ENSG00000126070	AGO3	22.239893926230707	protein_coding
ENSG00000116863	ADPRS	23.747956768502128	protein_coding
ENSG00000054116	TRAPPC3	130.79761127485122	protein_coding
ENSG00000116871	MAP7D1	16.363955968682557	protein_coding
ENSG00000054118	THRAP3	117.4514498171692	protein_coding
ENSG00000142694	EVA1B	6.1212554468294815	protein_coding
ENSG00000196182	STK40	30.62268736098142	protein_coding
ENSG00000181817	LSM10	138.1946845485894	protein_coding
ENSG00000116898	MRPS15	278.7849694772017	protein_coding
ENSG00000119535	CSF3R	0.5114953092838702	protein_coding
ENSG00000233621	ZC3H12A-DT	1.045797913489588	lncRNA
ENSG00000163874	ZC3H12A	4.9205348105171005	protein_coding
ENSG00000163875	MEAF6	101.27468054949156	protein_coding
ENSG00000163877	SNIP1	4.842378104748331	protein_coding
ENSG00000134697	GNL2	82.80355304022466	protein_coding
ENSG00000116922	C1orf109	23.839464085932462	protein_coding
ENSG00000134690	CDCA8	36.77704119922188	protein_coding
ENSG00000185090	MANEAL	6.396889950092296	protein_coding
ENSG00000196449	YRDC	80.08698170483828	protein_coding
ENSG00000197982	C1orf122	147.20662555789158	protein_coding
ENSG00000188786	MTF1	8.904301702780764	protein_coding
ENSG00000204084	INPP5B	5.156395616538157	protein_coding
ENSG00000183431	SF3A3	55.28237965087154	protein_coding
ENSG00000183386	FHL3	59.87804957762379	protein_coding
ENSG00000183520	UTP11	69.27576763639671	protein_coding
ENSG00000185668	POU3F1	0.4358418432016448	protein_coding
ENSG00000116954	RRAGC	26.52683095830917	protein_coding
ENSG00000228436	RRAGC-DT	2.4375991792081777	lncRNA
ENSG00000214114	MYCBP	48.17234452785709	protein_coding
ENSG00000174574	AKIRIN1	96.76217380788115	protein_coding
ENSG00000168653	NDUFS5	464.905290375652	protein_coding
ENSG00000127603	MACF1	33.3854295616974	protein_coding
ENSG00000090621	PABPC4	112.55427857705985	protein_coding
ENSG00000084072	PPIE	75.36225586535754	protein_coding
ENSG00000116985	BMP8B	0.5813078827641592	protein_coding
ENSG00000198754	OXCT2	0.5960491831404752	protein_coding
ENSG00000261798	ENSG00000261798	3.5223363767106757	lncRNA
ENSG00000043514	TRIT1	26.501520423700775	protein_coding
ENSG00000116990	MYCL	3.313733069498657	protein_coding
ENSG00000131236	CAP1	99.87870721762872	protein_coding
ENSG00000131238	PPT1	52.314649933601885	protein_coding
ENSG00000117000	RLF	19.953601679186978	protein_coding
ENSG00000259943	ZMPSTE24-DT	13.305553347211411	lncRNA
ENSG00000084073	ZMPSTE24	20.249818375428045	protein_coding
ENSG00000084070	SMAP2	84.5224442916517	protein_coding
ENSG00000187801	ZFP69B	3.9659660767149023	protein_coding
ENSG00000187815	ZFP69	2.3519327543797752	protein_coding
ENSG00000117010	ZNF684	2.298530307733498	protein_coding
ENSG00000117016	RIMS3	1.0065804917337284	protein_coding
ENSG00000272145	NFYC-AS1	2.625342155698995	lncRNA
ENSG00000066136	NFYC	28.58532839387737	protein_coding
ENSG00000117013	KCNQ4	1.136748955434028	protein_coding
ENSG00000179862	CITED4	2.867043854321987	protein_coding
ENSG00000171793	CTPS1	28.30691251318506	protein_coding
ENSG00000010803	SCMH1	11.228420682865602	protein_coding
ENSG00000235358	SCMH1-DT	0.5465406648954894	lncRNA
ENSG00000127124	HIVEP3	0.48006574433059274	protein_coding
ENSG00000198815	FOXJ3	8.701261150427731	protein_coding
ENSG00000127125	PPCS	12.464464812532553	protein_coding
ENSG00000186409	CCDC30	0.7253832336119269	protein_coding
ENSG00000171960	PPIH	105.11159071347797	protein_coding
ENSG00000065978	YBX1	2679.4541317275357	protein_coding
ENSG00000117385	P3H1	8.650918218953896	protein_coding
ENSG00000164008	C1orf50	35.713164332440584	protein_coding
ENSG00000177868	SVBP	120.31487788083284	protein_coding
ENSG00000164010	ERMAP	36.22799729463984	protein_coding
ENSG00000228192	ZNF691-DT	1.0697177593832328	lncRNA
ENSG00000164011	ZNF691	6.879180796366484	protein_coding
ENSG00000117394	SLC2A1	56.10650178323049	protein_coding
ENSG00000227533	SLC2A1-DT	18.87414909880052	lncRNA
ENSG00000117395	EBNA1BP2	290.99799777010793	protein_coding
ENSG00000066056	TIE1	0.3554600354892801	protein_coding
ENSG00000234694	CDC20-DT	1.5197446274752948	lncRNA
ENSG00000117399	CDC20	101.63959726824112	protein_coding
ENSG00000066322	ELOVL1	38.37549880795184	protein_coding
ENSG00000159479	MED8	60.80925474101824	protein_coding
ENSG00000198198	SZT2	6.024741650026054	protein_coding
ENSG00000178922	HYI	4.390960547941522	protein_coding
ENSG00000142949	PTPRF	10.08026807997065	protein_coding
ENSG00000066135	KDM4A	3.639432366492356	protein_coding
ENSG00000236200	KDM4A-AS1	6.356838115107588	lncRNA
ENSG00000126091	ST3GAL3	4.891052209764469	protein_coding
ENSG00000237950	LINC02918	4.2082240508237945	lncRNA
ENSG00000117408	IPO13	5.920718134162994	protein_coding
ENSG00000132768	DPH2	39.20490555742683	protein_coding
ENSG00000117410	ATP6V0B	341.1025651982343	protein_coding
ENSG00000117411	B4GALT2	16.368128034826796	protein_coding
ENSG00000159214	CCDC24	3.843307332074235	protein_coding
ENSG00000196517	SLC6A9	5.5802775367929796	protein_coding
ENSG00000230615	ENSG00000230615	1.1069882169384468	lncRNA
ENSG00000178028	DMAP1	22.604254369494363	protein_coding
ENSG00000117419	ERI3	62.20745317482467	protein_coding
ENSG00000187147	RNF220	19.846518648151473	protein_coding
ENSG00000126106	TMEM53	4.722222599794208	protein_coding
ENSG00000142945	KIF2C	40.05239126019352	protein_coding
ENSG00000142937	RPS8	5976.340119998006	protein_coding
ENSG00000173846	PLK3	3.7128607306309864	protein_coding
ENSG00000117425	PTCH2	1.048857428662031	protein_coding
ENSG00000070785	EIF2B3	44.58714902123986	protein_coding
ENSG00000126107	HECTD3	7.739460835308849	protein_coding
ENSG00000126088	UROD	345.94160565006723	protein_coding
ENSG00000162415	ZSWIM5	0.590486428281488	protein_coding
ENSG00000132781	MUTYH	12.47725914870822	protein_coding
ENSG00000132773	TOE1	13.968355588659731	protein_coding
ENSG00000070759	TESK2	0.8594456257135177	protein_coding
ENSG00000132763	MMACHC	3.1799488151400155	protein_coding
ENSG00000117450	PRDX1	624.6239423001206	protein_coding
ENSG00000117448	AKR1A1	62.86024245752681	protein_coding
ENSG00000132780	NASP	115.4978103106929	protein_coding
ENSG00000159588	CCDC17	0.31457378727572444	protein_coding
ENSG00000159592	GPBP1L1	34.93743816735482	protein_coding
ENSG00000159596	TMEM69	49.83644264392311	protein_coding
ENSG00000197429	IPP	5.55830465509998	protein_coding
ENSG00000086015	MAST2	6.802971054798359	protein_coding
ENSG00000117461	PIK3R3	4.071102143549759	protein_coding
ENSG00000085998	POMGNT1	13.820108171667725	protein_coding
ENSG00000171357	LURAP1	0.3262555724795975	protein_coding
ENSG00000085999	RAD54L	11.32910654581327	protein_coding
ENSG00000132128	LRRC41	20.31573702050704	protein_coding
ENSG00000173660	UQCRH	2143.8517898490154	protein_coding
ENSG00000117481	NSUN4	12.592408174289256	protein_coding
ENSG00000117480	FAAH	0.3237523327930533	protein_coding
ENSG00000197587	DMBX1	3.75430325433044	protein_coding
ENSG00000079277	MKNK1	20.47205043204458	protein_coding
ENSG00000142961	MOB3C	1.923600630237763	protein_coding
ENSG00000123472	ATPAF1	28.412048580019917	protein_coding
ENSG00000159658	EFCAB14	31.340004600047816	protein_coding
